Order No,Order Ext,Line No,Location,Part No,Description,Uom,Ordered,Shipped,Price,Ext Price,Status,Sch Ship Date,Req Ship Date,Forwarder Key
1972208,0,7,LA,IX32132,LA - idoxs eCheck Prenote Transaction,EA,0.0000001,0.0000001,0.05,0.000000005,,7-31-2025 0:00:00 tt,7-31-2025 0:00:00 tt,
1972208,0,8,LA,IX32133,LA - idoxs eCheck Redeposit Transaction,EA,0.0000001,0.0000001,0.2,0.00000002,,7-31-2025 0:00:00 tt,7-31-2025 0:00:00 tt,
1972208,0,9,LA,IX32134,LA - idoxs ACH Return,EA,76,76,0.525,39.9,,7-31-2025 0:00:00 tt,7-31-2025 0:00:00 tt,
1972208,0,10,LA,IX32135,LA - idoxs eCheck Notification of Change,EA,27,27,0.3675,9.9225,,7-31-2025 0:00:00 tt,7-31-2025 0:00:00 tt,
1972208,0,11,LA,IX32136,LA - idoxs eCheck ECP Deposit Check,EA,0.0000001,0.0000001,0.35,0.000000035,,7-31-2025 0:00:00 tt,7-31-2025 0:00:00 tt,
1972208,0,12,LA,IX32137,LA - idoxs eCheck ECP Redeposit,EA,0.0000001,0.0000001,0.5,0.00000005,,7-31-2025 0:00:00 tt,7-31-2025 0:00:00 tt,
1972208,0,13,LA,IX32138,LA - idoxs Deposit matching,EA,156,156,0.2625,40.95,,7-31-2025 0:00:00 tt,7-31-2025 0:00:00 tt,
1972208,0,14,LA,IX32139,LA - idoxs Draft Return,EA,0.0000001,0.0000001,5,0.0000005,,7-31-2025 0:00:00 tt,7-31-2025 0:00:00 tt,
1972197,0,15,LA,IX3206,LA - True up payment Jul 2025 - Tyler,EA,1,1,311.02,311.02,,7-31-2025 0:00:00 tt,7-31-2025 0:00:00 tt,
1972197,0,16,LA,IX3207,LA - True up payment Jul 2025 - RescueNet,EA,1,1,437.13,437.13,,7-31-2025 0:00:00 tt,7-31-2025 0:00:00 tt,
1972197,0,17,LA,IX3208,LA - True up payment Jul 2025 - Infor,EA,1,1,12354.44,12354.44,,7-31-2025 0:00:00 tt,7-31-2025 0:00:00 tt,
1972196,0,7,LA,ix32054,LA - i-doxs Payment Fee - ONE - Infor RFC,EA,196,196,0.12,23.52,,7-31-2025 0:00:00 tt,7-31-2025 0:00:00 tt,
1972196,0,15,LA,ix32070,LA - i-doxs Payment Fee - Infor Business License,EA,265,265,0.12,31.8,,7-31-2025 0:00:00 tt,7-31-2025 0:00:00 tt,
1972196,0,16,LA,ix32071,LA - i-doxs Payment Fee - Infor Business License - Monthly minimum,EA,1,1,750,750,,7-31-2025 0:00:00 tt,7-31-2025 0:00:00 tt,
1972195,0,1,LA,IX3204,LA - i-doxs Payment Fee - IVR - Utilities,EA,12302,12302,0.27,3321.54,,7-31-2025 0:00:00 tt,7-31-2025 0:00:00 tt,
1972195,0,2,LA,IX3205,LA - i-doxs Payment Fee - ONE - Utilities,EA,41313,41313,0.12,4957.56,,7-31-2025 0:00:00 tt,7-31-2025 0:00:00 tt,
1972195,0,3,LA,IX32041,LA - i-doxs Payment Fee - IVR - Marina,EA,0.00001,0.00001,0.27,0.0000027,,7-31-2025 0:00:00 tt,7-31-2025 0:00:00 tt,
1972195,0,4,LA,IX32051,LA - i-doxs Payment Fee - ONE - Tyler,EA,0.00001,0.00001,0.12,0.0000012,,7-31-2025 0:00:00 tt,7-31-2025 0:00:00 tt,
1972195,0,5,NYC,ix32052,LA - i-doxs Payment Fee - EFT - Marina,EA,0.00001,0.00001,0.12,0.0000012,,7-31-2025 0:00:00 tt,7-31-2025 0:00:00 tt,
1972195,0,6,LA,ix32053,LA - i-doxs Payment Fee - ONE - Harbor,EA,0.00001,0.00001,0.12,0.0000012,,7-31-2025 0:00:00 tt,7-31-2025 0:00:00 tt,
1972195,0,8,LA,ix32055,LA - i-doxs Payment Fee - CSR - Rescue Net,EA,0.00001,0.00001,0.12,0.0000012,,7-31-2025 0:00:00 tt,7-31-2025 0:00:00 tt,
1972195,0,11,LA,ix32058,LA - i-doxs Payment Fee - CSR - Police,EA,168,168,0.12,20.16,,7-31-2025 0:00:00 tt,7-31-2025 0:00:00 tt,
