Account,Server,IX1101,IX1102,IX1103,IX1201,IX1202,IX1203,IX1204,IX1205,IX1206,IX1207,IX1208,IX1209,IX1210,IX1211,IX1212,IX1213,IX1214,IX1250,IX1260,IX1302,IX1303,IX1304,IX1305,IX1306,IX1307,IX1308,IX1309,IX1310,IX1311,IX1312,IX1313,IX1314,IX1401,IX1402,IX1403,IX1404,IX1501,IX1502,IX1600,IX1700,CatalogDocs,CatalogPages,CatalogViews,IX1104,IX1105,IX1702,IX1703,IX1704,IX1705,IX1706,IX1707,IX1708,IX1709,IX1710,IX1711,IX1712,IX1713,IX1714,IX1750,IX1752,IX1753,IX1754,IX1755,IX1756,IX1757,IX1758,IX1759,IX1760,IX1761,IX1762,IX1763,IX1764,IX1405,IX11201,IX11202,IX11203,IX11204,IX11205,IX11207,IX11212,IX11213,IX11250,IX11702,IX11703,IX11704,IX11705,IX11707,IX11712,IX11713,IX11752,IX11753,IX11754,IX11755,IX11757,IX11762,IX11763,IX1217,IX1218,IX1219,IX1220,IX1221,IX1222,IX1223,IX1224,IX1225,IX1226,IX1227,IX1237,IX1238,IX1239,IX1240,IX1241,IX1242,IX1243,IX1244,IX1245,IX1246,IX1247,IX1267,IX1268,IX1269,IX1270,IX1271,IX1272,IX1273,IX1274,IX1275,IX1276,IX1277,IX1287,IX1288,IX1289,IX1290,IX1291,IX1292,IX1293,IX1294,IX1295,IX1296,IX1297,IX1427,IX1428,IX1429,IX1430,IX1431,IX1432,IX1433,IX1434,IX1435,IX1436,IX1437,IX11217,IX11218,IX11219,IX11220,IX11221,IX11222,IX11223,IX11224,IX11225,IX11226,IX11227,IX11427,IX11428,IX11429,IX11430,IX11431,IX11432,IX11433,IX11434,IX11435,IX11436,IX11437,IX11237,IX11238,IX11239,IX11240,IX11241,IX11242,IX11243,IX11244,IX11245,IX11246,IX11247,IX11267,IX11268,IX11269,IX11270,IX11271,IX11272,IX11273,IX11274,IX11275,IX11276,IX11277,IX11287,IX11288,IX11289,IX11290,IX11291,IX11292,IX11293,IX11294,IX11295,IX11296,IX11297,
BSM,CAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
BSMCanada,CAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CARMA,CAN,243695,9267260,22603,32659,24021,258,432,7948,0,0,0,0,0,0,0,0,0,7239,0,373,0,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,6062,12762,2162,32659,1=9145327|2=103253|3=18680,1=0|2=206335|3=37360,2=22551|3=52,243695,9267260,24021,258,432,7948,0,0,0,0,0,0,0,0,0,32659,24021,258,432,7948,0,0,0,0,0,0,0,0,0,0,31673,23196,0,414,7431,0,0,0,7239,23196,0,414,7431,0,0,0,23196,0,414,7431,0,0,0,8,0,0,100,208,0,0,0,13,103,0,452,0,2,1751,3568,0,0,0,191,1858,0,24021,0,0,0,0,0,0,0,0,0,0,11,0,0,51,220,0,0,0,13,77,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,96,200,0,0,0,12,102,0,0,0,0,0,0,0,0,0,0,0,0,436,0,2,1638,3339,0,0,0,174,1732,0,23591,0,0,0,0,0,0,0,0,0,0,10,0,0,45,202,0,0,0,11,75,0,
Casella,CAN,210238,205644,19811,141974,64461,14229,0,21747,0,41537,8028,1529,0,0,0,0,0,0,0,512,0,0,466,0,298,0,0,0,0,0,0,0,2314,0,262,0,0,0,0,141974,1=78712|2=126932|6=12025,1=82029|2=128209|6=13371,1=10157|2=9650|6=4,210238,205644,64461,14229,0,21747,0,41537,8028,1529,0,0,0,0,0,141974,64461,14229,0,21747,0,41537,8028,1529,0,0,0,0,0,0,141501,63464,0,0,34333,36571,0,0,0,63464,0,0,34333,36571,0,0,63464,0,0,34333,36571,0,0,0,0,0,0,0,0,0,0,0,0,0,3548,484,255,10491,6967,0,0,0,0,0,0,27935,3680,1289,9946,21611,0,0,0,0,0,0,1181,615,194,5448,6791,0,0,0,0,0,0,10649,2385,908,8963,18632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10488,2303,841,7357,15402,0,0,0,0,0,0,3499,477,248,10276,6609,0,0,0,0,0,0,27635,3601,1244,8963,19728,0,0,0,0,0,0,1130,556,186,5106,6295,0,0,0,0,0,0,
Cedar,CAN,312,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4=312,4=312,,312,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CityofPeterborough,CAN,47392,1090346,1241,534,332,0,17,185,0,0,0,0,0,0,0,0,0,464,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,81,534,1=22754|2=1066818|3=774,1=46618|2=0|3=774,1=1241,47392,1090346,332,0,17,185,0,0,0,0,0,0,0,0,0,534,332,0,17,185,0,0,0,0,0,0,0,0,0,0,487,312,0,14,154,0,0,0,464,312,0,14,154,0,0,0,312,0,14,154,0,0,0,0,0,0,5,7,0,0,0,0,5,0,0,4,0,42,84,0,0,0,1,54,0,0,17,0,85,142,0,0,0,6,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,29,67,0,0,0,1,53,0,0,17,0,81,138,0,0,0,6,74,0,0,0,0,0,0,0,0,0,0,0,0,
CityofRichmondDPU,CAN,435561,195384,5291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14211,0,0,0,0,0,0,0,2=3173|6=192211,2=17|6=435544,6=5291,435561,195384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CityofWaterloo,CAN,27730,13864,3285,3014,2969,0,0,45,0,0,0,0,0,0,0,0,0,1029,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3014,6=13864,6=27730,1=2|3=1|5=159|6=2763|7=360,27730,13864,2969,0,0,45,0,0,0,0,0,0,0,0,0,3014,2969,0,0,45,0,0,0,0,0,0,0,0,0,0,2918,2834,0,0,43,0,0,0,1029,2834,0,0,43,0,0,0,2834,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,7,15,0,0,0,0,4,0,1880,0,0,357,568,0,0,0,24,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,7,13,0,0,0,0,4,0,1868,0,0,340,520,0,0,0,17,130,0,0,0,0,0,0,0,0,0,0,0,0,
CommerceInsurance,CAN,2324,1160,60,117,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,102,0,2,0,0,0,0,117,1=1160,1=2324,1=60,2324,1160,117,0,0,0,0,0,0,0,0,0,0,0,0,117,117,0,0,0,0,0,0,0,0,0,0,0,0,0,113,111,0,0,0,0,0,0,0,111,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ConvenienceFee,CAN,0,0,0,218503,83105,1373,6081,127944,0,0,0,0,0,0,0,0,0,0,0,6,0,5,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218503,,,,0,0,83105,1373,6081,127944,0,0,0,0,0,0,0,0,0,218503,83105,1373,6081,127944,0,0,0,0,0,0,0,0,0,0,221328,76807,0,6003,127657,0,0,0,0,76807,0,6003,127657,0,0,0,76807,0,6003,127657,0,0,0,5,0,0,1739,2781,0,0,0,180,1772,0,724,0,2,35387,63608,0,0,0,2635,30856,0,0,0,0,24393,44706,0,0,0,966,13261,0,0,0,0,383,744,0,0,0,42,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1722,2752,0,0,0,180,1746,0,0,0,0,0,0,0,0,0,0,0,0,31,0,2,35243,63320,0,0,0,2626,30720,0,0,0,0,23713,43835,0,0,0,938,13053,0,0,0,0,379,737,0,0,0,42,289,0,
ConvenienceFee_Amex,CAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ConvenienceFee_FTB,CAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Coram,CAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cytiva,CAN,20973,12673,11532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1=12673,1=20973,1=11532,20973,12673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DirectEnergy,CAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
DunAndBradStreet,CAN,162794,10549,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1=2392|2=8098|4=59,1=7692|2=154980|4=122,1=59|2=13|4=2,162794,10549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
